ticker,SWIndustry1,SWIndustry2,SWIndustry3
603681.SH,801030.SI,801034.SI,850339.SI
603682.SH,801200.SI,801205.SI,852051.SI
603683.SH,801030.SI,801034.SI,850339.SI
603685.SH,801080.SI,801084.SI,850832.SI
603686.SH,801890.SI,801074.SI,850727.SI
603687.SH,801140.SI,801141.SI,851421.SI
603688.SH,801050.SI,801051.SI,850523.SI
603689.SH,801160.SI,801163.SI,851631.SI
603690.SH,801890.SI,801074.SI,850727.SI
603693.SH,801160.SI,801161.SI,851615.SI
603696.SH,801120.SI,801124.SI,851242.SI
603697.SH,801120.SI,801124.SI,851244.SI
603698.SH,801720.SI,801724.SI,857242.SI
603699.SH,801890.SI,801072.SI,850712.SI
603700.SH,801890.SI,801073.SI,850731.SI
603701.SH,801880.SI,801093.SI,850921.SI
603703.SH,801770.SI,801102.SI,851013.SI
603706.SH,801160.SI,801163.SI,851631.SI
603707.SH,801150.SI,801151.SI,851511.SI
603708.SH,801200.SI,801203.SI,852032.SI
603709.SH,801140.SI,801142.SI,851432.SI
603711.SH,801120.SI,801123.SI,851234.SI
603712.SH,801770.SI,801102.SI,851012.SI
603713.SH,801170.SI,801178.SI,851781.SI
603716.SH,801150.SI,801154.SI,851541.SI
603717.SH,801720.SI,801725.SI,857251.SI
603718.SH,801010.SI,801018.SI,850181.SI
603719.SH,801120.SI,801124.SI,851244.SI
603721.SH,801760.SI,801761.SI,852242.SI
603722.SH,801030.SI,801034.SI,850339.SI
603725.SH,801030.SI,801034.SI,850339.SI
603726.SH,801110.SI,801111.SI,851115.SI
603727.SH,801020.SI,801024.SI,850241.SI
603728.SH,801730.SI,801731.SI,850741.SI
603729.SH,801760.SI,801751.SI,852243.SI
603730.SH,801880.SI,801093.SI,850921.SI
603733.SH,801140.SI,801143.SI,851411.SI
603737.SH,801030.SI,801034.SI,850335.SI
603738.SH,801080.SI,801083.SI,850823.SI
603739.SH,801010.SI,801018.SI,850181.SI
603755.SH,801120.SI,801124.SI,851242.SI
603757.SH,801890.SI,801072.SI,850716.SI
603758.SH,801880.SI,801093.SI,850921.SI
603766.SH,801880.SI,801881.SI,858811.SI
603767.SH,801880.SI,801093.SI,850921.SI
603768.SH,801880.SI,801093.SI,850921.SI
603773.SH,801080.SI,801084.SI,850831.SI
603776.SH,801880.SI,801881.SI,858811.SI
603777.SH,801120.SI,801124.SI,851244.SI
603778.SH,801720.SI,801725.SI,857251.SI
603779.SH,801120.SI,801123.SI,851235.SI
603786.SH,801880.SI,801093.SI,850921.SI
603787.SH,801880.SI,801881.SI,858811.SI
603788.SH,801880.SI,801093.SI,850921.SI
603789.SH,801890.SI,801074.SI,850723.SI
603790.SH,801030.SI,801034.SI,850338.SI
603797.SH,801160.SI,801164.SI,851621.SI
603798.SH,801030.SI,801035.SI,850311.SI
603799.SH,801050.SI,801054.SI,850544.SI
603800.SH,801890.SI,801074.SI,850725.SI
603801.SH,801140.SI,801142.SI,851432.SI
603803.SH,801770.SI,801102.SI,851013.SI
603806.SH,801730.SI,801733.SI,857333.SI
603808.SH,801130.SI,801132.SI,851323.SI
603809.SH,801880.SI,801093.SI,850921.SI
603810.SH,801030.SI,801034.SI,850333.SI
603811.SH,801150.SI,801151.SI,851512.SI
603813.SH,801170.SI,801178.SI,851781.SI
603815.SH,801720.SI,801723.SI,857232.SI
603816.SH,801140.SI,801142.SI,851432.SI
603817.SH,801160.SI,801164.SI,851621.SI
603818.SH,801140.SI,801142.SI,851432.SI
603819.SH,801730.SI,801731.SI,850741.SI
603822.SH,801030.SI,801034.SI,850339.SI
603823.SH,801030.SI,801034.SI,850335.SI
603825.SH,801760.SI,801751.SI,852243.SI
603826.SH,801050.SI,801051.SI,850523.SI
603828.SH,801720.SI,801722.SI,857221.SI
603829.SH,801730.SI,801734.SI,857343.SI
603833.SH,801140.SI,801142.SI,851432.SI
603838.SH,801140.SI,801142.SI,851433.SI
603839.SH,801130.SI,801132.SI,851323.SI
603843.SH,801720.SI,801723.SI,857232.SI
603848.SH,801140.SI,801142.SI,851432.SI
603855.SH,801890.SI,801074.SI,850727.SI
603856.SH,801710.SI,801713.SI,850616.SI
603858.SH,801150.SI,801155.SI,851521.SI
603859.SH,801730.SI,801732.SI,857322.SI
603860.SH,801720.SI,801723.SI,857232.SI
603861.SH,801730.SI,801734.SI,857342.SI
603863.SH,801140.SI,801143.SI,851411.SI
603866.SH,801120.SI,801124.SI,851244.SI
603867.SH,801030.SI,801034.SI,850339.SI
603868.SH,801110.SI,801111.SI,851114.SI
603869.SH,801750.SI,801222.SI,852226.SI
603871.SH,801170.SI,801178.SI,851781.SI
603876.SH,801050.SI,801055.SI,850551.SI
603877.SH,801130.SI,801132.SI,851324.SI
603878.SH,801040.SI,801041.SI,850411.SI
603879.SH,801030.SI,801034.SI,850339.SI
603880.SH,801150.SI,801153.SI,851551.SI
603881.SH,801750.SI,801222.SI,852226.SI
603882.SH,801150.SI,801156.SI,851561.SI
603883.SH,801150.SI,801154.SI,851541.SI
603885.SH,801170.SI,801173.SI,851741.SI
603886.SH,801120.SI,801124.SI,851244.SI
603887.SH,801720.SI,801721.SI,850623.SI
603888.SH,801760.SI,801752.SI,852221.SI
603889.SH,801130.SI,801131.SI,851311.SI
603890.SH,801080.SI,801085.SI,850852.SI
603893.SH,801080.SI,801081.SI,850811.SI
603895.SH,801890.SI,801074.SI,850727.SI
603896.SH,801150.SI,801155.SI,851521.SI
603897.SH,801730.SI,801734.SI,857344.SI
603898.SH,801140.SI,801142.SI,851432.SI
603899.SH,801140.SI,801142.SI,851435.SI
603900.SH,801200.SI,801204.SI,852041.SI
603901.SH,801890.SI,801074.SI,850726.SI
603903.SH,801160.SI,801164.SI,851621.SI
603906.SH,801030.SI,801035.SI,850311.SI
603908.SH,801130.SI,801132.SI,851327.SI
603909.SH,801720.SI,801723.SI,857232.SI
603912.SH,801890.SI,801074.SI,850727.SI
603915.SH,801890.SI,801072.SI,850712.SI
603916.SH,801030.SI,801034.SI,850339.SI
603917.SH,801880.SI,801093.SI,850921.SI
603918.SH,801750.SI,801222.SI,852226.SI
603919.SH,801120.SI,801123.SI,851231.SI
603920.SH,801080.SI,801083.SI,850822.SI
603922.SH,801880.SI,801093.SI,850921.SI
603926.SH,801880.SI,801093.SI,850921.SI
603927.SH,801750.SI,801222.SI,852225.SI
603928.SH,801030.SI,801033.SI,850324.SI
603929.SH,801720.SI,801724.SI,857244.SI
603933.SH,801080.SI,801081.SI,850811.SI
603936.SH,801080.SI,801083.SI,850822.SI
603937.SH,801710.SI,801713.SI,850614.SI
603938.SH,801030.SI,801033.SI,850324.SI
603939.SH,801150.SI,801154.SI,851541.SI
603948.SH,801030.SI,801034.SI,850339.SI
603949.SH,801030.SI,801034.SI,850339.SI
603950.SH,NaN,NaN,NaN
603955.SH,801720.SI,801725.SI,857251.SI
603956.SH,801890.SI,801074.SI,850727.SI
603958.SH,801130.SI,801132.SI,851325.SI
603959.SH,801720.SI,801724.SI,857242.SI
603960.SH,801890.SI,801074.SI,850727.SI
603963.SH,801150.SI,801155.SI,851521.SI
603966.SH,801890.SI,801074.SI,850724.SI
603967.SH,801170.SI,801178.SI,851781.SI
603968.SH,801030.SI,801034.SI,850339.SI
603969.SH,801890.SI,801075.SI,850751.SI
603970.SH,801030.SI,801034.SI,850333.SI
603976.SH,801150.SI,801153.SI,851551.SI
603977.SH,801030.SI,801034.SI,850337.SI
603978.SH,801050.SI,801051.SI,850521.SI
603979.SH,801020.SI,801024.SI,850242.SI
603980.SH,801030.SI,801034.SI,850338.SI
603982.SH,801880.SI,801093.SI,850921.SI
603983.SH,801030.SI,801034.SI,850334.SI
603985.SH,801890.SI,801072.SI,850712.SI
603986.SH,801080.SI,801081.SI,850811.SI
603987.SH,801150.SI,801153.SI,851551.SI
603988.SH,801730.SI,801731.SI,850741.SI
603989.SH,801080.SI,801083.SI,850823.SI
603990.SH,801750.SI,801222.SI,852225.SI
603991.SH,801030.SI,801036.SI,850351.SI
603992.SH,801140.SI,801142.SI,851433.SI
603993.SH,801050.SI,801054.SI,850544.SI
603995.SH,801040.SI,801041.SI,850412.SI
603996.SH,801110.SI,801112.SI,851121.SI
603997.SH,801880.SI,801093.SI,850921.SI
603998.SH,801150.SI,801155.SI,851521.SI
603999.SH,801760.SI,801761.SI,852241.SI
605001.SH,801890.SI,801076.SI,850936.SI
605168.SH,NaN,NaN,NaN
605288.SH,NaN,NaN,NaN
688001.SH,NaN,NaN,NaN
688002.SH,NaN,NaN,NaN
688003.SH,NaN,NaN,NaN
688005.SH,NaN,NaN,NaN
688006.SH,NaN,NaN,NaN
688007.SH,NaN,NaN,NaN
688008.SH,NaN,NaN,NaN
688009.SH,NaN,NaN,NaN
688010.SH,NaN,NaN,NaN
688011.SH,NaN,NaN,NaN
688012.SH,NaN,NaN,NaN
688015.SH,NaN,NaN,NaN
688016.SH,NaN,NaN,NaN
688018.SH,NaN,NaN,NaN
688019.SH,NaN,NaN,NaN
688020.SH,NaN,NaN,NaN
688021.SH,NaN,NaN,NaN
688022.SH,NaN,NaN,NaN
688023.SH,NaN,NaN,NaN
688025.SH,NaN,NaN,NaN
688026.SH,NaN,NaN,NaN
688028.SH,NaN,NaN,NaN
688029.SH,NaN,NaN,NaN
688030.SH,NaN,NaN,NaN
688033.SH,NaN,NaN,NaN
688036.SH,NaN,NaN,NaN
688037.SH,NaN,NaN,NaN
688039.SH,NaN,NaN,NaN
688051.SH,NaN,NaN,NaN
688058.SH,NaN,NaN,NaN
688066.SH,NaN,NaN,NaN
688068.SH,NaN,NaN,NaN
688078.SH,NaN,NaN,NaN
688080.SH,NaN,NaN,NaN
688081.SH,NaN,NaN,NaN
688085.SH,NaN,NaN,NaN
688086.SH,NaN,NaN,NaN
688088.SH,NaN,NaN,NaN
688089.SH,NaN,NaN,NaN
688090.SH,NaN,NaN,NaN
688096.SH,NaN,NaN,NaN
688098.SH,NaN,NaN,NaN
688099.SH,NaN,NaN,NaN
688100.SH,NaN,NaN,NaN
688101.SH,NaN,NaN,NaN
688108.SH,NaN,NaN,NaN
688111.SH,NaN,NaN,NaN
688116.SH,NaN,NaN,NaN
688118.SH,NaN,NaN,NaN
688122.SH,NaN,NaN,NaN
688123.SH,NaN,NaN,NaN
688126.SH,NaN,NaN,NaN
688128.SH,NaN,NaN,NaN
688138.SH,NaN,NaN,NaN
688139.SH,NaN,NaN,NaN
688158.SH,NaN,NaN,NaN
688159.SH,NaN,NaN,NaN
688166.SH,NaN,NaN,NaN
688168.SH,NaN,NaN,NaN
688169.SH,NaN,NaN,NaN
688177.SH,NaN,NaN,NaN
688178.SH,NaN,NaN,NaN
688181.SH,NaN,NaN,NaN
688186.SH,NaN,NaN,NaN
688188.SH,NaN,NaN,NaN
688189.SH,NaN,NaN,NaN
688196.SH,NaN,NaN,NaN
688198.SH,NaN,NaN,NaN
688199.SH,NaN,NaN,NaN
688200.SH,NaN,NaN,NaN
688202.SH,NaN,NaN,NaN
688208.SH,NaN,NaN,NaN
688218.SH,NaN,NaN,NaN
688222.SH,NaN,NaN,NaN
688228.SH,NaN,NaN,NaN
688233.SH,NaN,NaN,NaN
688258.SH,NaN,NaN,NaN
688266.SH,NaN,NaN,NaN
688268.SH,NaN,NaN,NaN
688278.SH,NaN,NaN,NaN
688288.SH,NaN,NaN,NaN
688298.SH,NaN,NaN,NaN
688299.SH,NaN,NaN,NaN
688300.SH,NaN,NaN,NaN
688310.SH,NaN,NaN,NaN
688318.SH,NaN,NaN,NaN
688321.SH,NaN,NaN,NaN
688333.SH,NaN,NaN,NaN
688357.SH,NaN,NaN,NaN
688358.SH,NaN,NaN,NaN
688363.SH,NaN,NaN,NaN
688365.SH,NaN,NaN,NaN
688366.SH,NaN,NaN,NaN
688368.SH,NaN,NaN,NaN
688369.SH,NaN,NaN,NaN
688388.SH,NaN,NaN,NaN
688389.SH,NaN,NaN,NaN
688396.SH,NaN,NaN,NaN
688398.SH,NaN,NaN,NaN
688399.SH,NaN,NaN,NaN
688466.SH,NaN,NaN,NaN
688516.SH,NaN,NaN,NaN
688566.SH,NaN,NaN,NaN
688588.SH,NaN,NaN,NaN
688598.SH,NaN,NaN,NaN
